alist-encrypt  | 2026-06-04T20:48:12 [req-1d876f] [/] [request] GET / status=200 bytes=1425 duration=7.631096ms
alist-encrypt  | 2026-06-04T20:48:27+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124821Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=842e2cdbc6f9d24853e670f760fd7306ff420feeb340084ca815363d6691a0ae
alist-encrypt  | 2026-06-04T20:48:27+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:48:27 [req-99ee96] [redirect:/9ce6ebfa49ddae1f556effee42600169] [request] GET /redirect/9ce6ebfa49ddae1f556effee42600169 status=502 bytes=44 duration=203.841939ms
alist-encrypt  | 2026-06-04T20:48:28 [req-279f11] [redirect:/9ce6ebfa49ddae1f556effee42600169] [redirect] Decrypt request key=9ce6ebfa49ddae1f556effee42600169 display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:28+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:48:28+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124821Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=842e2cdbc6f9d24853e670f760fd7306ff420feeb340084ca815363d6691a0ae
alist-encrypt  | 2026-06-04T20:48:28+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124821Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=842e2cdbc6f9d24853e670f760fd7306ff420feeb340084ca815363d6691a0ae
alist-encrypt  | 2026-06-04T20:48:28+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=224 zeros=3
alist-encrypt  | 2026-06-04T20:48:28+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/639b629beb74432e95c0e66653e95c0e086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%27i6a%2B5VOWe~OQG%2BctcG4of%2BmQeoHYlfL3cg0b5V%2BYO0--k.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124821Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FlriampZKbVRXuvWAYVFM24A7kQTESntU&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=842e2cdbc6f9d24853e670f760fd7306ff420feeb340084ca815363d6691a0ae
alist-encrypt  | 2026-06-04T20:48:28 [req-279f11] [redirect:/9ce6ebfa49ddae1f556effee42600169] [request] GET /redirect/9ce6ebfa49ddae1f556effee42600169 status=502 bytes=44 duration=279.004875ms
alist-encrypt  | 2026-06-04T20:48:28+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part001.mp4"
alist-encrypt  | 2026-06-04T20:48:31 [req-77ccd7] [list:/] [list] Handling fs list for path: /移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:31+08:00 WRN Rejecting invalid dir snapshot cache_mode=snapshot path="/移动云盘156/encrypt" reason="snapshot item missing path for non-root dir" scope_key="/移动云盘156/encrypt::8c78b6edda5cfafb"
alist-encrypt  | 2026-06-04T20:48:31+08:00 WRN Rejecting invalid background dir snapshot cache_mode=background_scan path="/移动云盘156/encrypt" reason="snapshot item missing path for non-root dir" scope_key="/移动云盘156/encrypt::scan"
alist-encrypt  | 2026-06-04T20:48:32 [req-77ccd7] [list:/] [request] POST /api/fs/list status=200 bytes=23201 duration=480.044308ms
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [get] Processing /api/fs/get path: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [get] Using cached enc path: /移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 -> /移动云盘156/encrypt/87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [get] Alist URL: http://openalist:5244
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [get] Target for /api/fs/get: http://openalist:5244/api/fs/get
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [get] Alist response status=200 body={"code":200,"message":"success","data":{"name":"87kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin","size":3518023867,"is_dir":false,"modified":"2026-06-04T08:54:59.914+08:00","created":"2026-06-04T08:46:42.016+08:00","sign":"-GcmJC2D7fDi5aFPVKzR6Ab8InFDaKu8N0HUF_2K27k=:0","thumb":"","type":0,"hashinfo":"null","hash_info":null,"raw_url":"https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOw
alist-encrypt  | 2026-06-04T20:48:36 [req-a13ad4] [get:/] [request] POST /api/fs/get status=200 bytes=410 duration=171.181581ms
alist-encrypt  | 2026-06-04T20:48:36 [req-3e531e] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [redirect] Decrypt request key=4f1ea4ffa2d88ccf77532d7d1847505d display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:36+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:36+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:36+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:36+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:36+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:36+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:48:36 [req-3e531e] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [request] GET /redirect/4f1ea4ffa2d88ccf77532d7d1847505d status=502 bytes=44 duration=200.015976ms
alist-encrypt  | 2026-06-04T20:48:37 [req-670cce] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [redirect] Decrypt request key=4f1ea4ffa2d88ccf77532d7d1847505d display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:37+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:37+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:37+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:37+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:37+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:37+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:48:37 [req-670cce] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [request] GET /redirect/4f1ea4ffa2d88ccf77532d7d1847505d status=502 bytes=44 duration=238.122516ms
alist-encrypt  | 2026-06-04T20:48:38 [req-54ffbc] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [redirect] Decrypt request key=4f1ea4ffa2d88ccf77532d7d1847505d display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:38+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:38+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:38+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:39+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:39+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:39 [req-54ffbc] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [request] GET /redirect/4f1ea4ffa2d88ccf77532d7d1847505d status=502 bytes=44 duration=194.994602ms
alist-encrypt  | 2026-06-04T20:48:39+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:48:40 [req-7b59dc] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [redirect] Decrypt request key=4f1ea4ffa2d88ccf77532d7d1847505d display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:40+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:40+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:40+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:40+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:40+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:40+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:48:40 [req-7b59dc] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [request] GET /redirect/4f1ea4ffa2d88ccf77532d7d1847505d status=502 bytes=44 duration=199.245595ms
alist-encrypt  | 2026-06-04T20:48:40 [req-5ce53e] [list:/] [list] Handling fs list for path: /移动云盘156
alist-encrypt  | 2026-06-04T20:48:40+08:00 WRN Rejecting invalid dir snapshot cache_mode=snapshot path="/移动云盘156" reason="snapshot item missing path for non-root dir" scope_key="/移动云盘156::8c78b6edda5cfafb"
alist-encrypt  | 2026-06-04T20:48:40 [req-5ce53e] [list:/] [request] POST /api/fs/list status=200 bytes=727 duration=8.676617ms
alist-encrypt  | 2026-06-04T20:48:41 [req-410657] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [redirect] Decrypt request key=4f1ea4ffa2d88ccf77532d7d1847505d display=/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4 host=ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn range=bytes=0- strategy=/移动云盘156/encrypt
alist-encrypt  | 2026-06-04T20:48:41+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
